Tweets,len,ID,Date,Source,Likes,RTs
"@EmiratesSupport Hi, I’ve sent you a message regarding my upcoming holiday - can you advise when I’ll get a reply please?",121,1129147406568906753,2019-05-16 22:11:34,Twitter for iPhone,0,0
@emirates @EmiratesSupport - we are a family of 6 travelling from delhi to Amsterdam by ek513 and flight is delayed… https://t.co/Lm0bkDK2qK,140,1129146987604062215,2019-05-16 22:09:55,Twitter for iPhone,0,0
@EmiratesSupport Ok thanks,26,1129130586487033857,2019-05-16 21:04:44,Twitter for iPhone,0,0
"@EmiratesSupport hi, how do I choose a seat for a journey I have booked in August? I can’t seem to do it ?",106,1129128086119813122,2019-05-16 20:54:48,Twitter for iPhone,0,0
"@EmiratesSupport hi, I'm due to fly with yourselves from Manchester to Bangkok. I'm also a type 1 diabetic, do extr… https://t.co/0zq3eyO9ir",140,1129109572021567488,2019-05-16 19:41:14,Twitter for Android,1,0
@EmiratesSupport I don't think you are understanding me here. Nobody has bothered to actually help him in 6 months… https://t.co/ERYWWXetPt,139,1129096076386947072,2019-05-16 18:47:36,Twitter for Android,0,0
"@EmiratesSupport Well perhaps that policy should be changed? Every time he has initiated a DM to you, nothing has c… https://t.co/ej9Y5cydO0",140,1129086778671919104,2019-05-16 18:10:40,Twitter for Android,0,0
"@EmiratesSupport I finally did! Though, for the life of me, I can't fathom how my checked in seat of 56G turned int… https://t.co/Ze2jhBMIp0",140,1129079068127834112,2019-05-16 17:40:01,Twitter for Android,0,0
@EmiratesSupport Thanks so much for your help and information,61,1129070300677771264,2019-05-16 17:05:11,Twitter for iPhone,0,0
"@EmiratesSupport Just a reminder, @AllanCartee is still waiting for you to reach out to him through DM. He is looki… https://t.co/lrHDwpD7IQ",140,1129070132955758592,2019-05-16 17:04:31,Twitter for Android,0,0
@EmiratesSupport do you happen to offer bereavement fare discount?,66,1129067248096808961,2019-05-16 16:53:03,Twitter for iPhone,0,0
@EmiratesSupport ارجو الإجابة على استفساري بالخاص,49,1129067095206109184,2019-05-16 16:52:27,Twitter for Android,0,0
"@EmiratesSupport No, Thank You!",31,1129062745293426688,2019-05-16 16:35:10,Twitter for Android,0,0
@EmiratesSupport Private message sent.,38,1129043532633837568,2019-05-16 15:18:49,Twitter for Android,0,0
@richardmehr @charles_watts @UEFA @emirates @EmiratesSupport,60,1129038583141150720,2019-05-16 14:59:09,Twitter for Android,0,0
@EmiratesSupport 👍 👍 👍 👍 👍 Great stuff #birthdaycake @emirates are amazing! Thank you. https://t.co/KnnZ22hoHF,110,1129032052693712896,2019-05-16 14:33:12,Twitter for Android,0,0
@EmiratesSupport is there an option to still order birthday cake for a flight?,78,1129027786755268608,2019-05-16 14:16:15,Twitter for iPhone,0,0
"Wondering how to get my lost bag. Travelled with @emirates bag didn't arrive. I've called, emailed, live chat. No s… https://t.co/0axPdq8O1r",140,1129003665920909312,2019-05-16 12:40:24,Twitter for Android,0,1
"@EmiratesSupport lost my bag. Reported on arrival. Been trying to followup. Phone, live chat, email. No luck. Has a… https://t.co/SZqed5wAIN",140,1129001374975270913,2019-05-16 12:31:18,Twitter for Android,0,1
"@EmiratesSupport 
Flying from AMS to CGK best week,
Is it true there are diapers on-board for my 1year old daughter?
Thanks.",124,1128977420273496069,2019-05-16 10:56:07,Twitter for Android,0,0
@EmiratesSupport DMM,20,1128975433695977473,2019-05-16 10:48:13,Twitter for iPhone,0,0
"@EmiratesSupport Sent. And i would like to make it clear, my full name without using space will be 28 characters. B… https://t.co/HttdlvlYY4",140,1128971219703721985,2019-05-16 10:31:28,Twitter for Android,0,0
@EmiratesSupport @emirates Thanks for checking this,51,1128967115455815680,2019-05-16 10:15:10,Twitter for Android,0,0
@EmiratesSupport great flight from Harare to Dubai on Monday night but disappointed as I feel the kids meal my daug… https://t.co/duV2A2Ot95,140,1128959837621170176,2019-05-16 09:46:15,Twitter for iPhone,0,0
@rpandey_Bravo @emirates @BBCWorld @TOIIndiaNews @EmiratesSupport इससे पता चलता है कि संस्कार कोई बाजार में खरीदने से नहीं मिलता है।,132,1128946062654181376,2019-05-16 08:51:30,Twitter for Android,0,0
"@emirates @EmiratesSupport Shout out  &amp; BIG THANK YOU to Emirates customer service, catering &amp; your outstanding fli… https://t.co/nr2ToYXTHR",148,1128939031637766145,2019-05-16 08:23:34,Twitter Web Client,0,0
"@EmiratesSupport dear Emirates, i've bought a ticket to Paris via Dubai by online. I don't understand why was my mi… https://t.co/wgQ2pvKEwO",140,1128938511619448837,2019-05-16 08:21:30,Twitter for Android,0,0
@EmiratesSupport Thanks yes some what is a reply. https://t.co/s2xsp9Db40,73,1128935240725016577,2019-05-16 08:08:30,Twitter for Android,0,0
"This is how works the @emirates customer service. I was a business class traveller, they damaged my luggage and no… https://t.co/Qgg2vZbCqX",139,1128925817302601729,2019-05-16 07:31:03,Twitter Web App,0,0
"@EmiratesSupport Hi, me n my husband had a flight from delhi today (EK 513) scheduled departure time (4:15 am) and… https://t.co/cHttAuld7M",139,1128916130725335041,2019-05-16 06:52:34,Twitter for Android,0,0
@EmiratesSupport You miss the point! I pay for a flight and I don't expect to pay for a seat. Years of using emirat… https://t.co/M44RyqyTAz,140,1128914939819831296,2019-05-16 06:47:50,Twitter Web App,0,0
"@EmiratesSupport Have a look, If you could help? https://t.co/Tmbs3eQN8N",72,1128879989049315329,2019-05-16 04:28:57,Twitter for iPhone,0,0
@EmiratesSupport I pay for the flight I don't expect to pay for a seat! I will just use BA because emirates seem to ne turning into Ryanair,139,1128878624688562176,2019-05-16 04:23:32,Twitter Web App,0,0
"@rpandey_Bravo @emirates @BBCWorld @TOIIndiaNews @EmiratesSupport It shows Money can't add gud ""sanskar"" in ur pers… https://t.co/s3IaO0HLuP",140,1128866379862380544,2019-05-16 03:34:52,Twitter for Android,1,0
@rpandey_Bravo @emirates @BBCWorld @TOIIndiaNews @EmiratesSupport जय जय,71,1128852057970995200,2019-05-16 02:37:58,Twitter for Android,0,0
@EmiratesSupport @EmiratesSupport uhmm im still waiting for a resolution? what is with you guys? I have 2 trips com… https://t.co/KatpmY2WJc,140,1128851991340421126,2019-05-16 02:37:42,Twitter for Android,0,0
@EmiratesSupport Check your customer care messages,50,1128836659053600769,2019-05-16 01:36:46,Twitter for iPhone,0,0
@rpandey_Bravo @emirates @BBCWorld @TOIIndiaNews @EmiratesSupport वाह गज़ब भईया🙏🙏,81,1128830395984646144,2019-05-16 01:11:53,Twitter for Android,0,0
"@EmiratesSupport If i am having a connection flight and will be staying in DXB for 16 hours, can i enter the city?",114,1128801119621275655,2019-05-15 23:15:33,Twitter for iPhone,0,0
@EmiratesSupport DM'd. Thanks heaps!,36,1128798697590931456,2019-05-15 23:05:56,Twitter Web App,0,0
@EmiratesSupport @NZYellow If it was Qatar airways  they will offer him a free upgrade 🙄,88,1128797042661306374,2019-05-15 22:59:21,Twitter for iPhone,0,0
"@EmiratesSupport أهلاً
قيمةالتذكرة 478€ وشروط التذكرة تنص على أنه""لا يوجد رسوم على الاسترداد"" ففي حالة الغاء الحجز… https://t.co/nGlXWPjZgU",139,1128777692952899584,2019-05-15 21:42:28,Twitter for iPhone,0,0
"@EmiratesSupport Need urgent assistance- booking reference no U5YVXU, baggage ref no AMSEK14665. Pls read the case… https://t.co/0SS3UTi2eh",139,1128775678248271875,2019-05-15 21:34:27,Twitter Web App,0,0
@EmiratesSupport hi I’m travelling to Dubai from the uk tomorrow what is the luggage allowance??,96,1128775017410506753,2019-05-15 21:31:50,Twitter for iPhone,0,0
"@AbhijeetSVaidya @emirates @EmiratesSupport Not surprised, had similar issue while I came back from HK.",103,1128759089117396998,2019-05-15 20:28:32,Twitter for Android,0,0
@EmiratesSupport @NZYellow Poor,31,1128756687341539328,2019-05-15 20:19:00,Twitter for iPhone,0,0
"@EmiratesSupport hi! i would like to check my booking L4KQXF, seems to me i change name and surname of 1 passenger",114,1128755085964656642,2019-05-15 20:12:38,Twitter Web Client,0,0
@OAG_Aviation @AF_editorial @nolinoraviation @luxury_travel @AvWeekScho @airfarewatchdog @ACIWorld @mina_ysf… https://t.co/FFKFgC8Yqk,133,1128750912242159617,2019-05-15 19:56:03,Twitter for iPhone,0,0
@EmiratesSupport please provide me with a phone number or email address for customer services as I'd like to take m… https://t.co/CPkp1LL1zz,140,1128750661347291138,2019-05-15 19:55:03,Twitter for Android,0,0
@rpandey_Bravo @emirates @BBCWorld @TOIIndiaNews @EmiratesSupport गजब बाबा गजब,78,1128744866689589248,2019-05-15 19:32:01,Twitter for Android,0,0
@EmiratesSupport Yes but I had to pay a change fee and the difference even though I explained there was an accident… https://t.co/48AtKfOh8H,140,1128744459007668224,2019-05-15 19:30:24,Twitter for iPhone,0,0
It’s pathetic the kind of people do travel in @emirates #first_class  @BBCWorld @TOIIndiaNews @EmiratesSupport https://t.co/twzjPdpxQU,134,1128742863054036993,2019-05-15 19:24:04,Twitter for iPhone,31,1
@Supersi1 @emirates @Airbus @manairport @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus What a incredible picture!!,127,1128742189486546945,2019-05-15 19:21:23,Twitter for iPhone,0,0
@ajspireite @emirates @Airbus @manairport @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus Thank you!! I’m glad you like it! 👌🏻,138,1128693932680994816,2019-05-15 16:09:38,Twitter for iPad,1,0
"@emirates @EmiratesSupport On a positive note, the dinner served was one of the better in-flight meals I have had.",114,1128691299002068995,2019-05-15 15:59:10,Twitter Web App,0,0
"Disappointed with the in-flight catering in the @emirates flight EK048, which departed at 22:30 and arrived at 6:30… https://t.co/wlNtki4zEE",140,1128690543263924228,2019-05-15 15:56:10,Twitter Web App,1,1
@EmiratesSupport Thanks folks however would prefer to know options before I commit to booking can you still help ?,114,1128685309024178181,2019-05-15 15:35:22,Twitter for iPhone,0,0
@Simon86Williams @Chris_Stark @EmiratesSupport @NZYellow 🤣,58,1128684874108416000,2019-05-15 15:33:38,Twitter for Android,0,0
@Chris_Stark @EmiratesSupport @NZYellow @Woodlin37,50,1128684055095066624,2019-05-15 15:30:23,Twitter for iPhone,1,0
@Supersi1 @emirates @Airbus @manairport @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus Great photo ! C… https://t.co/08OC83C30J,140,1128682442603233281,2019-05-15 15:23:58,Twitter for iPhone,1,0
@EmiratesSupport iOS version 12.2  Device : iPhone XR,53,1128667836447186944,2019-05-15 14:25:56,Twitter Web Client,0,0
@EmiratesSupport Thank you. Unfortunately I didn’t make it :(,61,1128666720871301121,2019-05-15 14:21:30,Twitter for iPhone,0,0
@EmiratesSupport @NZYellow Would be a different story if he was rich or famous though wouldn't it! It's all about greed.,120,1128649544105897984,2019-05-15 13:13:15,Twitter for Android,1,0
"@EmiratesSupport Hi!
Flight EK322 had a cockroach roaming about One of the on board crew said he'd report the pest… https://t.co/bNS1pbbme5",139,1128646350428442625,2019-05-15 13:00:33,Twitter for Android,0,0
@EmiratesSupport No worries - not yet booked,44,1128645447688642560,2019-05-15 12:56:58,Twitter for iPhone,0,0
"@EmiratesSupport @NZYellow Hey @AirCanada, As a huge @WatfordFC fan, I’m heading to the FA Cup final with my son an… https://t.co/Xl1AEr69Uy",140,1128643296270544897,2019-05-15 12:48:25,Twitter for iPhone,2,0
@EmiratesSupport @NZYellow @emirates @EmiratesSupport,53,1128642108951285760,2019-05-15 12:43:42,Twitter for iPhone,0,0
@EmiratesSupport @NZYellow Poor from you @emirates - you had a real chance to show some great customer service with… https://t.co/ckUVWYkn1X,140,1128641907473682434,2019-05-15 12:42:54,Twitter for iPhone,1,0
@EmiratesSupport Como faço para solicitar milhas já voadas? não consigo fazer pelo site.,88,1128629588807094272,2019-05-15 11:53:57,Twitter Web Client,0,0
"@EmiratesSupport Hi, The @emirates iOS application is taking long time (unusual) for every action in the app, when… https://t.co/CICvyTQfxP",139,1128624767194542080,2019-05-15 11:34:47,Twitter Web Client,0,0
"@EmiratesSupport Hi, I am an Etihad gold member and wondered if this could be matched on Skywards? Thanks",105,1128624372946747393,2019-05-15 11:33:13,Twitter for iPhone,0,0
@EmiratesSupport i sent you dm asking about your office hours during Ramadan kindly check it out,96,1128621601275228161,2019-05-15 11:22:13,Twitter for Android,0,0
@EmiratesSupport هذا رقم المرجع AL/7506747,42,1128619285205667841,2019-05-15 11:13:00,Twitter for iPhone,0,0
@EmiratesSupport I made a book for a group of 3 and 2 of skyward’s number are switched. I can’t switch anymore or a… https://t.co/3jq8cE9xre,140,1128617416928313344,2019-05-15 11:05:35,Twitter for iPhone,0,0
@EmiratesSupport @NZYellow Make it happen @EmiratesSupport,58,1128612157053075457,2019-05-15 10:44:41,Twitter for iPhone,1,0
@EmiratesSupport @NZYellow Poor show.,37,1128611201032830976,2019-05-15 10:40:53,Twitter for iPhone,0,0
@emirates @EmiratesSupport We've never flown emirates before so was concerned if this will cause any problems (she… https://t.co/kl64bMSoZD,139,1128604959136632832,2019-05-15 10:16:05,Twitter Web App,0,0
"@emirates @EmiratesSupport but after submitting, she noticed the two words had become one. Is that normal?",106,1128604079209345024,2019-05-15 10:12:35,Twitter Web App,0,0
"Hi @emirates &amp; @EmiratesSupport.
My friend's first name contains 2 words, separated by a space. She just booked her… https://t.co/MheopfIegi",144,1128603590241570816,2019-05-15 10:10:39,Twitter Web App,0,0
"@EmiratesSupport appalled by the service  from LHR to Dubai connecting to Denpasar 
Not only was flight delayed fro… https://t.co/rF4ofKoKqK",140,1128600335172423681,2019-05-15 09:57:42,Twitter for Android,3,1
@EmiratesSupport @NZYellow Don’t be a Karl...,45,1128599478582296576,2019-05-15 09:54:18,Twitter for iPhone,121,0
"@EmiratesSupport @NZYellow @EmiratesSupport I guess that officially no ""free"" upgrades are allowed, but you know an… https://t.co/H378B83XjU",140,1128598610516566016,2019-05-15 09:50:51,Twitter Web Client,3,0
@salpat123 @emirates @Airbus @manairport @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus Absolutely thi… https://t.co/C85I6CVtl1,140,1128595596527448071,2019-05-15 09:38:53,Twitter for iPad,1,0
@EmiratesSupport @NZYellow If you pay for it then it’s surely not an upgrade?,77,1128591518606999552,2019-05-15 09:22:40,Twitter for iPhone,1,0
"@EmiratesSupport @NZYellow It can be done at the discretion of the on board crew, although they don’t admit to it",113,1128590981446737920,2019-05-15 09:20:32,Twitter for iPhone,2,0
@Supersi1 @emirates @Airbus @manairport @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus Morning flight… https://t.co/G40zQK3lTD,139,1128589650518474752,2019-05-15 09:15:15,Twitter for iPhone,1,0
@EmiratesSupport @NZYellow Dry shites,37,1128587353931636737,2019-05-15 09:06:07,Twitter for Android,15,0
@NZYellow @emirates @EmiratesSupport,36,1128586068452872192,2019-05-15 09:01:01,Twitter for iPhone,0,0
@EmiratesSupport الخاص يتاخر في الرد ولكن هنا فقد يفيدني احد من الاخوان حصل لة مثلي بفقدان حقيبتة ويخبر هل تم تعويض… https://t.co/3v1oJp2aMJ,140,1128581490957332480,2019-05-15 08:42:50,Twitter for iPhone,0,0
@EmiratesSupport اخي الكريم حسام للاسف عندما ارسل على الخاص ياتي الرد بعد يومين او ثلاثة,88,1128580664809402369,2019-05-15 08:39:33,Twitter for iPhone,0,0
@Supersi1 @manairport @emirates @Airbus @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus Yesss 😝 @manairport here we come! 😂,135,1128579922967003137,2019-05-15 08:36:36,Twitter for iPhone,0,0
@ManAviation1107 @manairport @emirates @Airbus @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus https://t.co/4Y4dr13sM4,130,1128579756251914242,2019-05-15 08:35:56,Twitter for iPad,1,0
@Supersi1 @manairport @emirates @Airbus @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus Then we’ll have a trip to @manairport 😝,139,1128579385047564288,2019-05-15 08:34:28,Twitter for iPhone,1,0
@ManAviation1107 @manairport @emirates @Airbus @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus 🤣🤣🤣 don’… https://t.co/uqdhEeT6HB,140,1128579186036285441,2019-05-15 08:33:40,Twitter for iPad,0,0
@Supersi1 @manairport @emirates @Airbus @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus Oh I could do w… https://t.co/Fgkc6Bcn15,140,1128578086688129024,2019-05-15 08:29:18,Twitter for iPhone,1,0
@ManAviation1107 @manairport @emirates @Airbus @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus 🤣🤣🤣 https://t.co/zrWqmKcV88,134,1128577897638375424,2019-05-15 08:28:33,Twitter for iPad,1,0
"@manairport @emirates @Airbus @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus I’m not saying I’m needy,… https://t.co/UFrQyK9Q36",140,1128577712543739904,2019-05-15 08:27:49,Twitter for iPad,1,0
@Supersi1 @manairport @emirates @Airbus @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus Tbh I’m feeling… https://t.co/n9Jsknwzp2,140,1128577510701174784,2019-05-15 08:27:01,Twitter for iPhone,1,0
@Supersi1 @emirates @Airbus @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus https://t.co/jtiFbCpKcK,111,1128576997905530880,2019-05-15 08:24:58,Twitter Web Client,1,0
"@EmiratesSupport Sorry 
Samveg.venus@hotmail.com",48,1128576974354403328,2019-05-15 08:24:53,Twitter for Android,0,0
@EmiratesSupport Samavesh.venus@gmail.com,41,1128576853235494912,2019-05-15 08:24:24,Twitter for Android,0,0
@EmiratesSupport No issues here :-),35,1128573562728611840,2019-05-15 08:11:19,Twitter for iPhone,0,0
@AirbusintheUK @emirates @Airbus @manairport @DXB @EmiratesSupport @MAComRels @MT_Aviation @speedbird_uk Thank you very much! ☺️✈️,130,1128571040790192128,2019-05-15 08:01:18,Twitter for iPhone,0,0
"@manairport @emirates @Airbus @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus Thank you, is there any c… https://t.co/szqvht8C8R",140,1128567888640716800,2019-05-15 07:48:47,Twitter for iPad,0,0
@Supersi1 @emirates @Airbus @EmiratesSupport @AirbusintheUK @a380fanclub @TheA380Airbus This photo is giving us som… https://t.co/SkbkQEvkbd,140,1128559550838263808,2019-05-15 07:15:39,Twitter Web Client,1,0
What a great way to start the morning with @emirates @airbus A380-800 glowing in the early morning light prior to t… https://t.co/bhrSU86q4x,140,1128557166472957952,2019-05-15 07:06:10,Twitter Web App,79,14
@EmiratesSupport wondering why price match is not an option?!? And  why do you charge for flight time change when t… https://t.co/EhSZvz2KvX,140,1128554062989922304,2019-05-15 06:53:50,Twitter for Android,0,0
"@EmiratesSupport I am very disappointed with Emirates customer service &amp; follow ups.
I was traveling to Amsterdam f… https://t.co/wqqwyJ7pMT",144,1128553863030566912,2019-05-15 06:53:03,Twitter for Android,0,0
@EmiratesSupport Hi I have messaged you my email id.,52,1128551678662270977,2019-05-15 06:44:22,Twitter Web Client,0,0
@EmiratesSupport Thank you,26,1128531354835148800,2019-05-15 05:23:36,Twitter for iPhone,0,0
@EmiratesSupport done,21,1128520753790328832,2019-05-15 04:41:29,Twitter Web Client,0,0
@EmiratesSupport I have flewn with you and would like to book new but can not log in?,85,1128507000504180736,2019-05-15 03:46:50,Twitter Web Client,0,0
@ManAviation1107 @emirates @Airbus @manairport @DXB @EmiratesSupport @MAComRels @MT_Aviation @speedbird_uk Great photo!,119,1128502630035140608,2019-05-15 03:29:28,Twitter Web Client,1,0
"@EmiratesSupport Hi,  there's nothing to worry about, thanks for asking, aku cuma sambat kok min heheh",102,1128502607574519808,2019-05-15 03:29:22,Twitter for Android,0,0
@EmiratesSupport Done!,22,1128487691144712192,2019-05-15 02:30:06,Twitter for iPhone,0,0
@EmiratesSupport do you really support passengers concerns ? I really doubt your sincerity,90,1128470900431511552,2019-05-15 01:23:23,Twitter for iPhone,0,0
@EmiratesSupport Can you help me with a international flight from São Paulo to Santiago ? Is there a brazilian prof… https://t.co/Uwp2rRTYPA,140,1128462069840400389,2019-05-15 00:48:17,Twitter for Android,0,0
I remember when @emirates was known for their great customer service. Now the attendants are just rude and not at a… https://t.co/KZe6uT2Q2g,140,1128433875640901635,2019-05-14 22:56:15,Twitter for iPhone,3,0
"@EmiratesSupport The bag arrived today may 14 at 6pm and as mentioned earlier after more than 48 hours.
What’s the… https://t.co/bF1mTJZX6n",139,1128422027638050817,2019-05-14 22:09:11,Twitter for iPhone,0,0
@emirates @EmiratesSupport You should know that your economy  cabin crew on flight EK112 from Budapest to Dubai are… https://t.co/AjtAacvl9x,140,1128387528187363329,2019-05-14 19:52:05,Twitter for iPhone,0,0
"@EmiratesSupport hello , see DM",31,1128384719610159106,2019-05-14 19:40:56,Twitter Web Client,0,0
@EmiratesSupport hi my name is jamshil. We are already sent a compliant for your attention in emirates feedback. pl… https://t.co/CHNe5AIJwz,140,1128378946742042625,2019-05-14 19:17:59,Twitter for Android,0,0
@EmiratesSupport انا طيارتي ١٠ يونيو من الرياض لدبي و انتظار مدة ساعة فقط قبل الاقلاع لطوكيو، سمعت ان ساعة ما تكفي!… https://t.co/B3AVIkaV1p,140,1128378699584348167,2019-05-14 19:17:00,Twitter for iPhone,0,0
Shameful @emirates @emirates @EmiratesSupport https://t.co/tRGWbjnlgB,69,1128375668268339200,2019-05-14 19:04:58,Twitter for Android,0,1
@EmiratesSupport Thank you,26,1128373159441436672,2019-05-14 18:55:00,Twitter for iPhone,0,0
@EmiratesSupport Not yet booked im just enquiring if i can get a longer transit in dubai,88,1128371509746176000,2019-05-14 18:48:26,Twitter for Android,0,0
@EmiratesSupport السلام عليكم حبيت اكنسل الحجز او اعدل على تاريخ الرحلة اذا ممكن,80,1128363083154513921,2019-05-14 18:14:57,Twitter for iPhone,0,0
Such a shame I have spent £70 on a surprise bottle of champagne for my parents to celebrate a 30th wed ann. that wa… https://t.co/R8RuvzGan6,140,1128361817170948101,2019-05-14 18:09:55,Twitter for iPhone,0,0
@EmiratesSupport how can you select my seat.. ?,47,1128360692149518336,2019-05-14 18:05:27,Twitter for Android,0,0
@emirates @EmiratesSupport @TeamUAEAbuDhabi Baby stroller damaged during flight from SFO to BLR and have written mu… https://t.co/XwVxmvIVAT,140,1128357102458626048,2019-05-14 17:51:11,Twitter for iPhone,0,0
"@EmiratesSupport We keep running in circles here. I asked them where to find the IDs, they said in @CareemUAE email… https://t.co/DqqDPyX8SX",140,1128339661410197504,2019-05-14 16:41:53,Twitter for iPhone,0,0
@EmiratesSupport Are you joking? A formal complaint is exactly what I did one year ago and that answer is what I go… https://t.co/LltxUCKmtw,140,1128339095598567426,2019-05-14 16:39:38,Twitter for iPhone,0,0
@emirates @EmiratesSupport was on EK 226 and rows 52 &amp;53 HJK the floors were soaking wet. Was difficult to walk. Th… https://t.co/Ho5m7VewvN,144,1128336909351124993,2019-05-14 16:30:57,Twitter for iPhone,0,0
@EmiratesSupport @CareemUAE I did but that doesn’t mean that I’m getting solutions here. I’ve reached out to… https://t.co/CZzgJK14NR,133,1128333591417622528,2019-05-14 16:17:46,Twitter for iPhone,0,0
"@EmiratesSupport It's been some years ago and I called, sent you several e-mails and even a letter to your regional… https://t.co/uMlXBuJLjv",140,1128327444384092167,2019-05-14 15:53:20,Twitter for Android,0,0
"@EmiratesSupport السلام عليكم ورحمة الله وبركاتة 
اخواني في طيران الامارات اسعد الله اوقاتكم بكل خير 
بخصوص تاخير ح… https://t.co/WztSmGow5t",140,1128319042383691776,2019-05-14 15:19:57,Twitter for iPhone,0,0
@EmiratesSupport how do I get in touch with your marketing team? #skywardsmember,80,1128302845986525190,2019-05-14 14:15:35,Twitter for iPhone,0,0
@EmiratesSupport If I have a reservation from Riyadh to Dar es Salaam Tanzania (economic level) How much weight and… https://t.co/l4YrvwCRQt,140,1128302136461279233,2019-05-14 14:12:46,Twitter for iPhone,0,0
@EmiratesSupport BEWARE OF USING EMIRATES as they call police at dubai airport if you check with emirates officer i… https://t.co/7ffbOPCszx,140,1128297270817054720,2019-05-14 13:53:26,Twitter Web Client,0,0
@EmiratesSupport Response to emirates harassment at dubai airport. its shameful with emirates response https://t.co/okkES8QCRU,126,1128295875271372800,2019-05-14 13:47:54,Twitter Web Client,0,0
@EmiratesSupport Thanku,23,1128283826407596035,2019-05-14 13:00:01,Twitter for iPhone,0,0
@amcmillan1512 @emirates @EmiratesSupport Can you help out please? I can provide information if @amcmillan1512 is not available.,128,1128281103016579072,2019-05-14 12:49:12,Twitter for iPhone,0,0
@EmiratesSupport Super GREAT SERVICE - THANK YOU VERY MUCH. https://t.co/qO0bKef5eN,83,1128278528817020929,2019-05-14 12:38:58,Twitter Web Client,0,0
@EmiratesSupport Thanks for getting back to me. Complaint now sent via the form online and I look forward to receiv… https://t.co/pDcixW1oKi,140,1128275984782888961,2019-05-14 12:28:51,Twitter Web Client,0,0
@emirates @EmiratesSupport Wonder if there is anybody at the Emirates brand that is interested in the Emirates brand value 🧐,124,1128255930158567424,2019-05-14 11:09:10,Twitter Web Client,0,0
@emirates @EmiratesSupport  the fact that the response from ur customer care team has been dismal is unprofessional… https://t.co/UwNlWLKvh9,140,1128255757173047297,2019-05-14 11:08:29,Twitter Web Client,0,0
@emirates  @EmiratesSupport  We r regular customers (biz travel). V. disappointed wrt Lost luggage. Its been over 6… https://t.co/RVZEtJAIi3,140,1128255591237836800,2019-05-14 11:07:49,Twitter Web Client,0,0
@EmiratesSupport ..3/3  because even we thought we will be heard by ur authorities but we guess no one at ur endis… https://t.co/2SIXFm5YGc,139,1128249333642432513,2019-05-14 10:42:57,Twitter for Android,0,0
@EmiratesSupport 2/3 for an airline who claims to be No 1 internationally to Trouble their valued customers to the… https://t.co/43aQMOGvOK,139,1128249135826472960,2019-05-14 10:42:10,Twitter for Android,0,0
"@EmiratesSupport Our Ref No: DXB/X/HT/060519/7513384
09 May 2019
This is the ref complaint no given to me after a w… https://t.co/dVOZ8WF2J1",140,1128248925863927809,2019-05-14 10:41:20,Twitter for Android,0,0
"@EmiratesSupport I am sorry for you guys! The problem isn’t the delay, the problem is the obvious #discrimination i… https://t.co/R8xv2BF8L1",140,1128240220649005056,2019-05-14 10:06:44,Twitter for iPhone,0,0
@EmiratesSupport when can I book my trip for April/May 2020 .... your website only showing up to 5th April,106,1128237055404855297,2019-05-14 09:54:10,Twitter for iPhone,0,0
@EmiratesSupport I reached 12 hours after my baggge arrived and shocked to see my bag lock broken. I opened my bag… https://t.co/ULs0WbY5M9,139,1128220947373121536,2019-05-14 08:50:09,Twitter for iPhone,0,0
"@EmiratesSupport hi. I haven’t booked my flights yet. However, my travel agent couldn’t seem to find out of a parti… https://t.co/oefafBTSsy",140,1128216457651732481,2019-05-14 08:32:19,Twitter for iPhone,0,0
"@EmiratesSupport

I travelled from Dallas to Bangalore on May 11. I missed my scheduled flight at Dubai and was reb… https://t.co/EAYR7Wftqf",140,1128207889535868928,2019-05-14 07:58:16,Twitter for iPhone,0,0
Really disappointed in the bad service I’m getting from @CareemUAE and @EmiratesSupport to solve their issue of not… https://t.co/rxuGtlSpRG,140,1128206652342251520,2019-05-14 07:53:21,Twitter for iPhone,0,0
"@EmiratesSupport Hi, yes knew minimum, but want to know how long it takes in real time. Thanks.",95,1128196421801275392,2019-05-14 07:12:42,Twitter Web Client,0,0
@EmiratesSupport Amer731@gmail.com,34,1128180618657923072,2019-05-14 06:09:54,Twitter for iPhone,0,0
@EmiratesSupport your offer is misleading for business class upgrade luring customers for low-miles upgrade then no… https://t.co/uff288COLI,140,1128170498330963968,2019-05-14 05:29:41,Twitter for iPhone,0,0
@EmiratesSupport Are these tweets generated by a computer as not once do you answer the easy questions asked?,109,1128158109199998976,2019-05-14 04:40:28,Twitter for Android,0,0
